county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
cass county,north dakota,38017,489.7,860,2.8,1,False,True,False,False,False,True
greensville county,virginia,51081,489.7,69,0,1,True,False,False,False,False,True
stewart county,georgia,13259,489.7,27,1.6,1,False,True,False,False,False,True
kay county,oklahoma,40071,489.7,286,0.1,1,True,False,False,False,False,True
grays harbor county,washington,53027,489.7,559,-0.4,1,True,False,False,True,False,False
madison county,mississippi,28089,489.6,597,1.7,1,False,True,False,False,False,True
johnston county,north carolina,37101,489.6,1136,0.4,1,False,True,False,False,False,True
marshall county,illinois,17123,489.6,87,0,1,False,True,False,False,False,True
aitkin county,minnesota,27001,489.5,162,-0.1,1,True,False,False,False,False,True
dakota county,minnesota,27037,489.5,2449,1,1,False,True,False,False,False,True
dinwiddie county,virginia,51053,489.4,189,3.7,1,False,True,False,False,False,True
blair county,pennsylvania,42013,489.2,865,0,1,False,True,False,False,False,True
brantley county,georgia,13025,489.2,112,2.5,1,False,True,False,False,True,False
skagit county,washington,53057,489.2,892,-0.7,1,False,True,False,True,False,False
monroe county,tennessee,47123,489.2,332,0.3,1,True,False,False,False,False,True
medina county,ohio,39103,489.1,1196,0,1,False,True,False,False,False,True
montgomery county,illinois,17135,489.1,199,-0.3,1,True,False,False,False,False,True
morgan county,georgia,13211,489.1,135,-999,1,False,True,True,False,False,False
franklin parish,louisiana,22041,488.9,126,0.4,1,True,False,False,False,False,True
hawkins county,tennessee,47073,488.9,410,-0.1,1,False,True,False,False,False,True
rockingham county,north carolina,37157,488.9,658,0,1,False,True,False,False,False,True
montague county,texas,48337,488.8,146,0.6,1,True,False,False,False,False,True
walker county,alabama,01127,488.8,441,-3.7,1,False,True,False,True,False,False
danville city,virginia,51590,488.6,296,-0.1,1,True,False,False,False,False,True
ouachita county,arkansas,05103,488.6,158,0.2,1,True,False,False,False,False,True
webster county,nebraska,31181,488.5,27,-0.4,1,True,False,False,False,False,True
nome census area,alaska,02180,488.5,33,0.5,1,True,False,False,False,False,True
st. charles parish,louisiana,22089,488.5,295,-0.1,1,False,True,False,False,False,True
lake county,ohio,39085,488.5,1624,0.1,1,False,True,False,False,False,True
st. mary parish,louisiana,22101,488.4,315,0,1,True,False,False,False,False,True
oneida county,wisconsin,55085,488.4,324,-1.5,1,True,False,False,True,False,False
hoke county,north carolina,37093,488.4,234,-0.3,1,False,True,False,False,False,True
jefferson county,nebraska,31095,488.3,57,1,1,True,False,False,False,False,True
caddo county,oklahoma,40015,488.3,159,0.4,1,True,False,False,False,False,True
madison county,new york,36053,488.2,455,-0.3,1,False,True,False,False,False,True
polk county,georgia,13233,488.2,249,-0.9,1,True,False,False,True,False,False
muskogee county,oklahoma,40101,488.2,405,-0.1,1,True,False,False,False,False,True
putnam county,new york,36079,488.2,648,-0.8,1,False,True,False,True,False,False
colleton county,south carolina,45029,488.1,267,-0.6,1,True,False,False,False,False,True
shoshone county,idaho,16079,488.1,99,-0.7,1,True,False,False,False,False,True
santa rosa county,florida,12113,488,1115,0.1,1,False,True,False,False,False,True
ritchie county,west virginia,54085,488,65,0.1,1,True,False,False,False,False,True
union county,north carolina,37179,487.9,1242,0.3,1,False,True,False,False,False,True
harnett county,north carolina,37085,487.9,675,-2.6,1,True,False,False,False,False,True
washington county,new york,36115,487.9,438,-0.4,1,False,True,False,False,False,True
staunton city,virginia,51790,487.8,178,-4.1,1,False,True,False,False,False,True
bremer county,iowa,19017,487.8,162,2.1,1,False,True,False,False,False,True
yancey county,north carolina,37199,487.7,151,1.9,1,True,False,False,False,False,True
lewis county,idaho,16061,487.7,31,-2.2,1,True,False,False,True,False,False
coke county,texas,48081,487.6,26,1.2,1,True,False,False,False,False,True
lorain county,ohio,39093,487.6,2031,0.5,1,False,True,False,False,False,True
caswell county,north carolina,37033,487.6,171,-0.1,1,True,False,False,False,False,True
lycoming county,pennsylvania,42081,487.5,773,-0.6,1,False,True,False,False,False,True
le sueur county,minnesota,27079,487.5,182,0.4,1,False,True,False,False,False,True
douglas county,minnesota,27041,487.4,291,0.1,1,True,False,False,False,False,True
montgomery county,ohio,39113,487.4,3387,0.9,1,False,True,False,False,True,False
burt county,nebraska,31021,487.3,50,0.4,1,True,False,False,False,False,True
moultrie county,illinois,17139,487.3,92,0,1,True,False,False,False,False,True
kent county,rhode island,44003,487.2,1165,-3,1,False,True,False,True,False,False
glenn county,california,06021,487.2,167,-0.1,1,True,False,False,False,False,True
columbus county,north carolina,37047,487,352,0.5,1,True,False,False,False,False,True
phillips county,montana,30071,487,33,1.2,1,True,False,False,False,False,True
kiowa county,oklahoma,40075,487,56,-0.1,1,True,False,False,False,False,True
pike county,mississippi,28113,486.9,244,-0.5,1,True,False,False,False,False,True
mecklenburg county,virginia,51117,486.8,248,0.4,1,True,False,False,False,False,True
logan county,arkansas,05083,486.7,150,2.7,1,True,False,False,False,True,False
washington county,idaho,16087,486.7,83,-0.5,1,True,False,False,False,False,True
sarasota county,florida,12115,486.6,4441,0.7,1,False,True,False,False,False,True
ogemaw county,michigan,26129,486.6,177,0,1,True,False,False,False,False,True
atlantic county,new jersey,34001,486.5,1810,-0.7,1,False,True,False,True,False,False
henry county,tennessee,47079,486.5,251,0,1,True,False,False,False,False,True
hot spring county,arkansas,05059,486.4,218,2.4,1,True,False,False,False,False,True
kitsap county,washington,53035,486.3,1728,0,1,False,True,False,False,False,True
flathead county,montana,30029,486.3,701,-0.2,1,True,False,False,False,False,True
bay county,michigan,26017,486.3,734,-0.2,1,False,True,False,False,False,True
tallahatchie county,mississippi,28135,486.2,76,1.4,1,True,False,False,False,True,False
catahoula parish,louisiana,22025,486.2,60,7.5,1,True,False,False,False,True,False
itawamba county,mississippi,28057,486.1,149,-0.6,1,True,False,False,False,False,True
cooke county,texas,48097,486.1,269,-0.1,1,True,False,False,False,False,True
hardeman county,tennessee,47069,486.1,167,-5,1,True,False,False,False,False,True
ozaukee county,wisconsin,55089,486.1,630,1.3,1,False,True,False,False,True,False
douglas county,illinois,17041,486.1,124,-0.3,1,True,False,False,False,False,True
jefferson davis parish,louisiana,22053,486.1,193,0,1,False,True,False,False,False,True
gordon county,georgia,13129,486,330,0,1,True,False,False,False,False,True
sarpy county,nebraska,31153,486,902,-0.3,1,False,True,False,False,False,True
vance county,north carolina,37181,486,276,-0.2,1,True,False,False,False,False,True
choctaw county,oklahoma,40023,485.9,99,0.5,1,True,False,False,False,False,True
east feliciana parish,louisiana,22037,485.9,136,-1.5,1,False,True,False,True,False,False
cass county,texas,48067,485.8,210,1,1,True,False,False,False,True,False
wyoming county,west virginia,54109,485.7,152,2.1,1,True,False,False,False,False,True
pottawattamie county,iowa,19155,485.6,588,-0.1,1,False,True,False,False,False,True
douglas county,nebraska,31055,485.5,2942,-1.3,1,False,True,False,True,False,False
champaign county,ohio,39021,485.5,257,0.7,1,True,False,False,False,False,True
montmorency county,michigan,26119,485.5,82,-0.5,1,True,False,False,False,False,True
raleigh county,west virginia,54081,485.5,516,0.3,1,False,True,False,False,False,True
cedar county,nebraska,31027,485.5,59,2.8,1,True,False,False,False,False,True
union county,iowa,19175,485.5,83,0,1,True,False,False,False,False,True
carlton county,minnesota,27017,485.4,233,0.2,1,False,True,False,False,False,True
harding county,new mexico,35021,485.4,7,2.5,1,True,False,False,False,True,False
butler county,missouri,29023,485.4,275,-0.1,1,True,False,False,False,False,True
dodge county,nebraska,31053,485.3,236,-8.5,1,True,False,False,True,False,False
vilas county,wisconsin,55125,485.3,226,-2.4,1,True,False,False,True,False,False
franklin county,new york,36033,485.3,313,-4.5,1,True,False,False,True,False,False
boundary county,idaho,16021,485.3,87,0.3,1,True,False,False,False,False,True
harrison county,mississippi,28047,485.2,1195,-0.5,1,False,True,False,False,False,True
clinton county,pennsylvania,42035,485.2,245,-0.2,1,True,False,False,False,False,True
union county,south dakota,46127,485.2,104,-0.2,1,False,True,False,False,False,True
carroll county,georgia,13045,485.1,622,-0.8,1,False,True,False,False,False,True
washington county,rhode island,44009,485.1,925,-1,1,False,True,False,True,False,False
emporia city,virginia,51595,485.1,37,-0.9,1,True,False,False,False,False,True
rowan county,north carolina,37159,485.1,925,-1.1,1,False,True,False,True,False,False
sherburne county,minnesota,27141,485.1,464,0.3,1,False,True,False,False,False,True
vernon parish,louisiana,22115,485,231,0.4,1,True,False,False,False,False,True
greene county,tennessee,47059,485,505,0.6,1,True,False,False,False,False,True
morton county,north dakota,38059,484.9,194,0.6,1,False,True,False,False,True,False
hamlin county,south dakota,46057,484.8,33,1.3,1,True,False,False,False,False,True
marshall county,west virginia,54051,484.8,228,0.2,1,False,True,False,False,False,True
wise county,texas,48497,484.7,391,1.1,1,False,True,False,False,True,False
schoharie county,new york,36095,484.7,224,0,1,False,True,False,False,False,True
nicholas county,west virginia,54067,484.7,181,-0.2,1,True,False,False,False,False,True
wabasha county,minnesota,27157,484.6,155,0.5,1,False,True,False,False,False,True
scotland county,north carolina,37165,484.6,217,-0.6,1,True,False,False,False,False,True
charles city county,virginia,51036,484.5,58,0.6,1,False,True,False,False,False,True
richland county,ohio,39139,484.5,821,1.5,1,False,True,False,False,True,False
caroline county,maryland,24011,484.5,210,-0.1,1,True,False,False,False,False,True
madison county,ohio,39097,484.4,264,0.6,1,False,True,False,False,False,True
new hanover county,north carolina,37129,484.4,1407,0.3,1,False,True,False,False,False,True
mcmullen county,texas,48311,484.2,5,1.9,1,True,False,False,False,False,True
scioto county,ohio,39145,484.1,469,-0.3,1,True,False,False,False,False,True
athens county,ohio,39009,484.1,311,-0.4,1,True,False,False,False,False,True
webster county,iowa,19187,484,242,-0.3,1,True,False,False,False,False,True
washington county,north carolina,37187,484,89,0.5,1,True,False,False,False,False,True
goodhue county,minnesota,27049,484,323,0.1,1,True,False,False,False,False,True
hughes county,south dakota,46065,483.9,110,0.4,1,True,False,False,False,False,True
franklin county,arkansas,05047,483.9,114,0.4,1,True,False,False,False,False,True
martin county,minnesota,27091,483.8,150,-0.2,1,True,False,False,False,False,True
lafayette parish,louisiana,22055,483.8,1273,-0.2,1,False,True,False,False,False,True
scott county,kentucky,21209,483.8,279,-0.2,1,False,True,False,False,False,True
maury county,tennessee,47119,483.7,594,0.2,1,False,True,False,False,False,True
furnas county,nebraska,31065,483.7,36,0.6,1,True,False,False,False,False,True
lunenburg county,virginia,51111,483.6,89,0.3,1,True,False,False,False,False,True
new madrid county,missouri,29143,483.6,114,-0.4,1,True,False,False,False,False,True
muhlenberg county,kentucky,21177,483.5,212,-0.3,1,True,False,False,False,False,True
lake county,michigan,26085,483.4,104,-0.9,1,True,False,False,False,False,True
coshocton county,ohio,39031,483.3,242,0.2,1,True,False,False,False,False,True
butte county,california,06007,483.2,1320,-0.3,1,False,True,False,False,False,True
tallapoosa county,alabama,01123,483.1,301,0.6,1,True,False,False,False,True,False
kandiyohi county,minnesota,27067,483.1,280,0.5,1,True,False,False,False,False,True
schuyler county,illinois,17169,483,53,1.3,1,True,False,False,False,True,False
bell county,texas,48027,483,1595,-0.2,1,False,True,False,False,False,True
tift county,georgia,13277,483,231,0.4,1,True,False,False,False,False,True
forsyth county,georgia,13117,483,1210,-0.1,1,False,True,False,False,False,True
lamar county,texas,48277,482.9,326,-0.3,1,True,False,False,False,False,True
york county,maine,23031,482.9,1496,-0.7,1,False,True,False,True,False,False
panola county,mississippi,28107,482.8,202,-0.3,1,True,False,False,False,False,True
aransas county,texas,48007,482.8,203,1.8,1,False,True,False,False,False,True
iredell county,north carolina,37097,482.7,1104,-0.5,1,False,True,False,True,False,False
jefferson county,oklahoma,40067,482.7,37,-0.9,1,True,False,False,False,False,True
lyon county,iowa,19119,482.7,75,0.3,1,True,False,False,False,False,True
knox county,maine,23013,482.7,327,-0.4,1,True,False,False,False,False,True
knott county,kentucky,21119,482.6,95,0.4,1,True,False,False,False,False,True
nemaha county,nebraska,31127,482.6,47,1.7,1,True,False,False,False,True,False
marion county,mississippi,28091,482.6,159,-3.2,1,True,False,False,False,False,True
sutton county,texas,48435,482.6,22,0.3,1,True,False,False,False,False,True
perry county,pennsylvania,42099,482.5,309,-0.2,1,False,True,False,False,False,True
monroe county,arkansas,05095,482.5,52,-0.5,1,True,False,False,False,False,True
lackawanna county,pennsylvania,42069,482.2,1447,-0.3,1,False,True,False,False,False,True
duplin county,north carolina,37061,482.2,321,1.2,1,True,False,False,False,True,False
lincoln county,wisconsin,55069,482.2,216,-0.2,1,True,False,False,False,False,True
monroe county,missouri,29137,482.1,67,0.8,1,True,False,False,False,False,True
franklin county,georgia,13119,482.1,150,0.9,1,True,False,False,False,False,True
erie county,pennsylvania,42049,482.1,1723,-0.2,1,False,True,False,False,False,True
pierce county,washington,53053,482.1,4801,0.9,1,False,True,False,False,False,True
sioux county,iowa,19167,481.9,197,-0.1,1,True,False,False,False,False,True
belknap county,new hampshire,33001,481.9,483,-3.5,1,True,False,False,True,False,False
stewart county,tennessee,47161,481.9,94,-0.5,1,False,True,False,False,False,True
caddo parish,louisiana,22017,481.8,1472,-0.4,1,False,True,False,True,False,False
orange county,virginia,51137,481.7,248,1.8,1,True,False,False,False,False,True
franklin county,north carolina,37069,481.7,421,0.2,1,False,True,False,False,False,True
gilmer county,georgia,13123,481.6,253,1.1,1,True,False,False,False,True,False
morgan county,west virginia,54065,481.6,131,0.6,1,False,True,False,False,False,True
bartow county,georgia,13015,481.5,594,-0.6,1,False,True,False,True,False,False
coos county,new hampshire,33007,481.5,256,-0.2,1,True,False,False,False,False,True
thomas county,georgia,13275,481.4,286,-0.7,1,True,False,False,False,False,True
ouachita parish,louisiana,22073,481.3,880,-0.1,1,False,True,False,False,False,True
warren county,tennessee,47177,481.2,256,0.5,1,True,False,False,False,False,True
gilmer county,west virginia,54021,481.1,46,0.8,1,True,False,False,False,False,True
taylor county,iowa,19173,481.1,44,0.5,1,True,False,False,False,False,True
price county,wisconsin,55099,481.1,121,0.2,1,True,False,False,False,False,True
cass county,minnesota,27021,481,250,-0.4,1,True,False,False,False,False,True
carroll county,illinois,17015,481,117,-0.4,1,True,False,False,False,False,True
washington county,mississippi,28151,480.9,275,-0.3,1,True,False,False,False,False,True
van buren county,arkansas,05141,480.9,127,1,1,True,False,False,False,False,True
st. clair county,illinois,17163,480.8,1524,-0.5,1,False,True,False,True,False,False
snohomish county,washington,53061,480.8,4382,-0.5,1,False,True,False,False,False,True
shelby county,kentucky,21211,480.7,281,-0.1,1,False,True,False,False,False,True
lincoln county,georgia,13181,480.7,62,-5.2,1,False,True,False,False,False,True
greenbrier county,west virginia,54025,480.6,246,-1,1,True,False,False,True,False,False
wood county,west virginia,54107,480.6,593,-0.4,1,False,True,False,True,False,False
ogle county,illinois,17141,480.6,343,1.2,1,True,False,False,False,True,False
alfalfa county,oklahoma,40003,480.5,39,0.3,1,True,False,False,False,False,True
wood county,texas,48499,480.5,378,1.7,1,True,False,False,False,True,False
guilford county,north carolina,37081,480.5,3002,-0.6,1,False,True,False,True,False,False
washington county,iowa,19183,480.5,146,0.5,1,False,True,False,False,False,True
calvert county,maryland,24009,480.5,547,3.5,1,False,True,False,False,False,True
morgan county,kentucky,21175,480.4,84,0.6,1,True,False,False,False,False,True
jefferson county,missouri,29099,480.4,1334,-0.2,1,False,True,False,False,False,True
monroe county,georgia,13207,480.4,182,0.1,1,False,True,False,False,False,True
thurston county,washington,53067,480.4,1761,0.4,1,False,True,False,False,False,True
decatur county,tennessee,47039,480.3,86,0.8,1,True,False,False,False,True,False
bay county,florida,12005,480.3,1150,0,1,False,True,False,False,False,True
union county,georgia,13291,480.3,239,0.2,1,True,False,False,False,False,True
hopkins county,texas,48223,480.2,229,0,1,True,False,False,False,False,True
stokes county,north carolina,37169,480.2,326,-1.7,1,False,True,False,True,False,False
huron county,ohio,39077,480.1,360,0.3,1,True,False,False,False,False,True
hamilton county,nebraska,31081,480.1,61,0.6,1,True,False,False,False,False,True
lake and peninsula borough,alaska,02164,480.1,7,-999,1,True,False,True,False,False,False
burke county,north carolina,37023,480,621,0.1,1,False,True,False,False,False,True
clatsop county,oregon,41007,480,297,0.1,1,True,False,False,False,False,True
silver bow county,montana,30093,479.9,228,-0.4,1,True,False,False,False,False,True
sac county,iowa,19161,479.9,74,-0.9,1,True,False,False,False,False,True
baltimore county,maryland,24005,479.9,5234,0.1,1,False,True,False,False,False,True
cannon county,tennessee,47015,479.8,92,7.9,1,False,True,False,False,True,False
queen annes county,maryland,24035,479.8,334,-0.1,1,False,True,False,False,False,True
troup county,georgia,13285,479.7,392,0,1,True,False,False,False,False,True
allen county,kentucky,21003,479.6,128,0.2,1,False,True,False,False,False,True
carteret county,north carolina,37031,479.6,549,-0.8,1,True,False,False,True,False,False
baker county,florida,12003,479.6,150,3.3,1,False,True,False,False,True,False
rapides parish,louisiana,22079,479.6,761,-0.2,1,False,True,False,False,False,True
douglas county,georgia,13097,479.5,698,-0.1,1,False,True,False,False,False,True
sullivan county,pennsylvania,42113,479.5,54,-2.6,1,True,False,False,False,False,True
chariton county,missouri,29041,479.5,55,-0.2,1,True,False,False,False,False,True
kendall county,illinois,17093,479.4,574,-0.2,1,False,True,False,False,False,True
henry county,georgia,13151,479.4,1173,-0.3,1,False,True,False,False,False,True
grant parish,louisiana,22043,479.4,124,-0.1,1,False,True,False,False,False,True
mchenry county,illinois,17111,479.4,1792,1.6,1,False,True,False,False,True,False
hancock county,west virginia,54029,479.3,225,-0.3,1,False,True,False,False,False,True
blount county,tennessee,47009,479.3,922,-0.8,1,False,True,False,True,False,False
o'brien county,iowa,19141,479.3,97,-0.2,1,True,False,False,False,False,True
morrison county,minnesota,27097,479.3,227,0.1,1,True,False,False,False,False,True
cleveland county,arkansas,05025,479.3,54,0.4,1,True,False,False,False,False,True
baltimore city,maryland,24510,479.2,3230,-0.4,1,False,True,False,False,False,True
wirt county,west virginia,54105,479.2,39,-0.2,1,False,True,False,False,False,True
prince george county,virginia,51149,479.1,206,-1,1,False,True,False,False,False,True
randolph county,illinois,17157,479.1,210,0.3,1,True,False,False,False,False,True
pottawatomie county,oklahoma,40125,479,417,-0.1,1,True,False,False,False,False,True
lyon county,minnesota,27083,478.9,147,0.1,1,True,False,False,False,False,True
treutlen county,georgia,13283,478.9,39,0.9,1,True,False,False,False,False,True
codington county,south dakota,46029,478.9,181,0.2,1,True,False,False,False,False,True
walthall county,mississippi,28147,478.9,92,1.3,1,True,False,False,False,False,True
mitchell county,north carolina,37121,478.8,117,0.7,1,True,False,False,False,False,True
turner county,georgia,13287,478.8,56,-0.3,1,True,False,False,False,False,True
saline county,nebraska,31151,478.8,82,0,1,True,False,False,False,False,True
fayette county,illinois,17051,478.8,138,-0.1,1,True,False,False,False,False,True
buchanan county,missouri,29021,478.8,501,0.2,1,False,True,False,False,False,True
dodge county,minnesota,27039,478.7,115,-0.9,1,False,True,False,False,False,True
johnson county,texas,48251,478.6,935,0.8,1,False,True,False,False,True,False
hancock county,kentucky,21091,478.6,57,1.6,1,True,False,False,False,True,False
calhoun county,illinois,17013,478.5,37,-0.2,1,False,True,False,False,False,True
wayne county,michigan,26163,478.5,10218,-1.4,1,False,True,False,True,False,False
livingston county,illinois,17105,478.4,238,-5.3,1,True,False,False,True,False,False
fayette county,kentucky,21067,478.4,1632,-0.7,1,False,True,False,True,False,False
mcminn county,tennessee,47107,478.3,359,0.8,1,True,False,False,False,False,True
grant county,oklahoma,40053,478.1,27,0.3,1,True,False,False,False,False,True
piatt county,illinois,17147,478.1,112,0,1,False,True,False,False,False,True
anderson county,kentucky,21005,478.1,141,-0.7,1,True,False,False,False,False,True
clayton county,iowa,19043,478.1,129,-0.1,1,True,False,False,False,False,True
weakley county,tennessee,47183,477.9,200,0.8,1,True,False,False,False,False,True
franklin city,virginia,51620,477.9,55,0.2,1,True,False,False,False,False,True
lake of the woods county,minnesota,27077,477.7,30,2.6,1,True,False,False,False,True,False
fentress county,tennessee,47049,477.7,137,-1.1,1,True,False,False,False,False,True
sullivan county,tennessee,47163,477.6,1121,-0.1,1,False,True,False,False,False,True
appling county,georgia,13001,477.5,114,2.7,1,True,False,False,False,False,True
mifflin county,pennsylvania,42087,477.5,323,0,1,True,False,False,False,False,True
eddy county,north dakota,38027,477.5,18,-0.7,1,True,False,False,False,False,True
hunterdon county,new jersey,34019,477.4,874,-0.1,1,False,True,False,False,False,True
cherokee county,south carolina,45021,477.4,340,-4.9,1,True,False,False,False,False,True
swisher county,texas,48437,477.4,41,0.5,1,True,False,False,False,False,True
macon county,missouri,29121,477.4,104,-0.1,1,True,False,False,False,False,True
payette county,idaho,16075,477.4,157,0.1,1,True,False,False,False,False,True
sheridan county,north dakota,38083,477.4,12,-0.8,1,True,False,False,False,False,True
crawford county,arkansas,05033,477.3,365,0.8,1,False,True,False,False,True,False
wright county,minnesota,27171,477.3,702,0.2,1,False,True,False,False,False,True
white county,arkansas,05145,477.3,444,-2.2,1,True,False,False,True,False,False
defiance county,ohio,39039,477.2,248,0.3,1,True,False,False,False,False,True
hardin county,illinois,17069,477.2,30,-0.5,1,True,False,False,False,False,True
bossier parish,louisiana,22015,477.2,683,-0.5,1,False,True,False,True,False,False
pike county,missouri,29163,477.1,112,-0.1,1,True,False,False,False,False,True
lucas county,ohio,39095,477.1,2531,-0.3,1,False,True,False,False,False,True
washington county,missouri,29221,477,149,0.1,1,True,False,False,False,False,True
louisa county,iowa,19115,477,71,0,1,True,False,False,False,False,True
hardin county,iowa,19083,476.9,123,0.2,1,True,False,False,False,False,True
cooper county,missouri,29053,476.9,106,0.5,1,False,True,False,False,False,True
rains county,texas,48379,476.7,96,0.9,1,True,False,False,False,False,True
rowan county,kentucky,21205,476.7,122,-1.6,1,True,False,False,True,False,False
dawson county,georgia,13085,476.6,180,-0.2,1,False,True,False,False,False,True
jackson county,mississippi,28059,476.6,847,1,1,False,True,False,False,False,True
lawrence county,tennessee,47099,476.6,273,0,1,True,False,False,False,False,True
scott county,arkansas,05127,476.5,68,1.4,1,True,False,False,False,False,True
plymouth county,massachusetts,25023,476.5,3415,-0.9,1,False,True,False,True,False,False
white county,tennessee,47185,476.5,182,-7.9,1,True,False,False,False,False,True
cuyahoga county,ohio,39035,476.4,8023,-0.3,1,False,True,False,False,False,True
lewis and clark county,montana,30049,476.4,448,-0.3,1,False,True,False,False,False,True
richmond county,georgia,13245,476.3,1093,-0.2,1,False,True,False,False,False,True
warren county,north carolina,37185,476.3,149,0.2,1,True,False,False,False,False,True
cabarrus county,north carolina,37025,476.3,1135,-1,1,False,True,False,True,False,False
pulaski county,missouri,29169,476.2,197,-0.8,1,True,False,False,False,False,True
northampton county,north carolina,37131,476.2,145,0.2,1,True,False,False,False,False,True
cheshire county,new hampshire,33005,476.2,520,-0.3,1,True,False,False,False,False,True
hancock county,mississippi,28045,476.1,317,-5.7,1,False,True,False,False,False,True
lonoke county,arkansas,05085,476.1,385,0.1,1,False,True,False,False,False,True
harrison county,missouri,29081,476,58,0.1,1,True,False,False,False,False,True
dawson county,texas,48115,476,62,0.3,1,True,False,False,False,False,True
somerset county,pennsylvania,42111,476,542,-0.4,1,True,False,False,False,False,True
brown county,south dakota,46013,475.8,227,0.4,1,True,False,False,False,False,True
whatcom county,washington,53073,475.8,1326,0.5,1,False,True,False,False,False,True
day county,south dakota,46037,475.7,43,0,1,True,False,False,False,False,True
hocking county,ohio,39073,475.7,188,0,1,False,True,False,False,False,True
houston county,georgia,13153,475.7,809,0.5,1,False,True,False,False,False,True
clermont county,ohio,39025,475.7,1257,-0.4,1,False,True,False,True,False,False
crawford county,michigan,26039,475.7,109,-0.5,1,True,False,False,False,False,True
berks county,pennsylvania,42011,475.7,2589,-0.2,1,False,True,False,False,False,True
allegany county,new york,36003,475.6,299,-0.2,1,True,False,False,False,False,True
dubuque county,iowa,19061,475.6,599,-0.1,1,False,True,False,False,False,True
rockingham county,new hampshire,33015,475.6,2079,-2.9,1,False,True,False,True,False,False
kiowa county,colorado,08061,475.6,11,0.2,1,True,False,False,False,False,True
red river parish,louisiana,22081,475.5,51,0.4,1,True,False,False,False,False,True
glacier county,montana,30035,475.5,64,0.1,1,True,False,False,False,False,True
matagorda county,texas,48321,475.4,215,2,1,True,False,False,False,False,True
johnson county,iowa,19103,475.4,673,-0.4,1,False,True,False,False,False,True
cambria county,pennsylvania,42021,475.3,990,-0.6,1,False,True,False,True,False,False
rice county,minnesota,27131,475.3,376,0.1,1,True,False,False,False,False,True
east baton rouge parish,louisiana,22033,475.3,2354,-0.3,1,False,True,False,False,False,True
muscogee county,georgia,13215,475.2,1061,-0.1,1,False,True,False,False,False,True
new london county,connecticut,09011,475.2,1723,2.5,1,False,True,False,False,False,True
oconto county,wisconsin,55083,475,273,-0.2,1,False,True,False,False,False,True
gadsden county,florida,12039,475,288,1.2,1,False,True,False,False,False,True
toombs county,georgia,13279,475,153,-0.3,1,True,False,False,False,False,True
duchesne county,utah,49013,475,89,0.6,1,True,False,False,False,True,False
lawrence county,alabama,01079,474.9,215,-0.1,1,False,True,False,False,False,True
clinch county,georgia,13065,474.9,40,-0.3,1,True,False,False,False,False,True
cumberland county,north carolina,37051,474.8,1551,0.1,1,False,True,False,False,False,True
mccone county,montana,30055,474.8,13,-1,1,True,False,False,False,False,True
burleson county,texas,48051,474.8,122,0.8,1,False,True,False,False,False,True
craig county,oklahoma,40035,474.7,94,-0.2,1,True,False,False,False,False,True
jefferson county,tennessee,47089,474.7,371,0,1,False,True,False,False,False,True
ashland county,ohio,39005,474.7,339,0.9,1,True,False,False,False,True,False
cross county,arkansas,05037,474.7,106,-7.7,1,True,False,False,False,False,True
ramsey county,north dakota,38071,474.6,78,-0.4,1,True,False,False,False,False,True
alexander county,north carolina,37003,474.6,247,0.3,1,False,True,False,False,False,True
elmore county,alabama,01051,474.6,502,0.1,1,False,True,False,False,False,True
bradford county,pennsylvania,42015,474.6,417,-0.5,1,True,False,False,False,False,True
gibson county,tennessee,47053,474.6,313,0.5,1,False,True,False,False,False,True
prince edward county,virginia,51147,474.5,115,-0.1,1,True,False,False,False,False,True
mercer county,new jersey,34021,474.5,2181,-0.6,1,False,True,False,True,False,False
meigs county,tennessee,47121,474.5,87,-8.9,1,True,False,False,True,False,False
livingston county,missouri,29117,474.5,93,-0.1,1,True,False,False,False,False,True
madison county,north carolina,37115,474.4,152,-0.1,1,False,True,False,False,False,True
beaver county,pennsylvania,42007,474.4,1196,-0.1,1,False,True,False,False,False,True
juniata county,pennsylvania,42067,474.4,158,1.9,1,True,False,False,False,True,False
winona county,minnesota,27169,474.4,290,0.1,1,True,False,False,False,False,True
san jacinto county,texas,48407,474.4,197,0.2,1,False,True,False,False,False,True
kent county,maryland,24029,474.4,154,0,1,True,False,False,False,False,True
hood county,texas,48221,474.3,465,-2.7,1,True,False,False,False,False,True
hamilton county,new york,36041,474.2,48,-1,1,True,False,False,False,False,True
pettis county,missouri,29159,474.2,256,-0.4,1,True,False,False,False,False,True
ketchikan gateway borough,alaska,02130,474.1,81,-0.6,1,True,False,False,False,False,True
jefferson county,washington,53031,474.1,346,-0.5,1,True,False,False,True,False,False
preston county,west virginia,54077,474.1,225,0.5,1,False,True,False,False,False,True
harper county,oklahoma,40059,474.1,23,-0.4,1,True,False,False,False,False,True
venango county,pennsylvania,42121,474,379,-0.3,1,True,False,False,False,False,True
putnam county,georgia,13237,473.9,168,-999,1,True,False,True,False,False,False
winn parish,louisiana,22127,473.9,89,-0.6,1,True,False,False,False,False,True
simpson county,kentucky,21213,473.8,115,-1.9,1,True,False,False,True,False,False
nobles county,minnesota,27105,473.8,129,0,1,True,False,False,False,False,True
cape girardeau county,missouri,29031,473.8,464,0.4,1,False,True,False,False,False,True
uvalde county,texas,48463,473.7,132,3,1,True,False,False,False,True,False
